,string_field_0,string_field_1
6157,Apple,user_17579
6158,Apple,user_11371
6159,Apple,user_16483
6160,Apple,user_15834
6161,Apple,user_17737
6162,Apple,user_13527
6163,Apple,user_15296
6164,Apple,user_15351
6165,Apple,user_11798
6166,Apple,user_16761
6167,Apple,user_17304
6168,Apple,user_14004
6169,Apple,user_15631
6170,Apple,user_12816
6171,Apple,user_10799
6172,Apple,user_16037
6173,Apple,user_16115
6174,Apple,user_16396
6175,Apple,user_16096
6176,Apple,user_12086
6177,Apple,user_14130
6178,Apple,user_17256
6179,Apple,user_15251
6180,Apple,user_11091
6181,Apple,user_12497
6182,Apple,user_14813
6183,Apple,user_16802
6184,Apple,user_16556
6185,Apple,user_15749
6186,Apple,user_11314
6187,Apple,user_12759
6188,Apple,user_16030
6189,Apple,user_10581
6190,Apple,user_11198
6191,Apple,user_19085
6192,Apple,user_12714
6193,Apple,user_11633
6194,Apple,user_17807
6195,Apple,user_13438
6196,Apple,user_11114
6197,Apple,user_14680
6198,Apple,user_10883
6199,Apple,user_15228
6200,Apple,user_15277
6201,Apple,user_12922
6202,Apple,user_10703
6203,Apple,user_14941
6204,Apple,user_17316
6205,Apple,user_11552
6206,Apple,user_18776
6207,Apple,user_12567
6208,Apple,user_10859
6209,Apple,user_16515
6210,Apple,user_16564
6211,Apple,user_16438
6212,Apple,user_11931
6213,Apple,user_13373
6214,Apple,user_11301
6215,Apple,user_14651
6216,Apple,user_15556
6217,Apple,user_18024
6218,Apple,user_11967
6219,Apple,user_15203
6220,Apple,user_11454
6221,Apple,user_11888
6222,Apple,user_13893
6223,Apple,user_18852
6224,Apple,user_12726
6225,Apple,user_16852
6226,Apple,user_18401
6227,Apple,user_11364
6228,Apple,user_13872
6229,Apple,user_18313
6230,Apple,user_13866
6231,Apple,user_18890
6232,Apple,user_12471
6233,Apple,user_10320
6234,Apple,user_17939
6235,Apple,user_10192
6236,Apple,user_12152
6237,Apple,user_15098
6238,Apple,user_19386
6239,Apple,user_13133
6240,Apple,user_14817
6241,Apple,user_16409
6242,Apple,user_15561
6243,Apple,user_10011
6244,Apple,user_11985
6245,Apple,user_13880
6246,Apple,user_18053
6247,Apple,user_18935
6248,Apple,user_11280
6249,Apple,user_12665
6250,Apple,user_12860
6251,Apple,user_13607
6252,Apple,user_19087
6253,Apple,user_12416
6254,Apple,user_13202
6255,Apple,user_12227
6256,Apple,user_11879
6257,Apple,user_16364
6258,Apple,user_17158
6259,Apple,user_15467
6260,Apple,user_10433
6261,Apple,user_11440
6262,Apple,user_16648
6263,Apple,user_13226
6264,Apple,user_13639
6265,Apple,user_13217
6266,Apple,user_12025
6267,Apple,user_18254
6268,Apple,user_16032
6269,Apple,user_11685
6270,Apple,user_13068
6271,Apple,user_13458
6272,Apple,user_10002
6273,Apple,user_10518
6274,Apple,user_17642
6275,Apple,user_10794
6276,Apple,user_12476
6277,Apple,user_11737
6278,Apple,user_17920
6279,Apple,user_11231
6280,Apple,user_12712
6281,Apple,user_10954
6282,Apple,user_10170
6283,Apple,user_17953
6284,Apple,user_15269
6285,Apple,user_14951
6286,Apple,user_17273
6287,Apple,user_17455
6288,Apple,user_11579
6289,Apple,user_10483
6290,Apple,user_12280
6291,Apple,user_14614
6292,Apple,user_11006
6293,Apple,user_10820
6294,Apple,user_19117
6295,Apple,user_12455
6296,Apple,user_17019
6297,Apple,user_14593
6298,Apple,user_11259
6299,Apple,user_18797
6300,Apple,user_12602
6301,Apple,user_16149
6302,Apple,user_14699
6303,Apple,user_18878
6304,Apple,user_17348
6305,Apple,user_18679
6306,Apple,user_14475
6307,Apple,user_17133
6308,Apple,user_16755
6309,Apple,user_19210
6310,Apple,user_16319
6311,Apple,user_13117
6312,Apple,user_10114
6313,Apple,user_15416
6314,Apple,user_10202
6315,Apple,user_19147
6316,Apple,user_13948
6317,Apple,user_14595
6318,Apple,user_10671
6319,Apple,user_17353
6320,Apple,user_18132
6321,Apple,user_12761
6322,Apple,user_15796
6323,Apple,user_11889
6324,Apple,user_19158
6325,Apple,user_16726
6326,Apple,user_10849
6327,Apple,user_19222
6328,Apple,user_17480
6329,Apple,user_17172
6330,Apple,user_15328
6331,Apple,user_15140
6332,Apple,user_14827
6333,Apple,user_13845
6334,Apple,user_17999
6335,Apple,user_10631
6336,Apple,user_10410
6337,Apple,user_16915
6338,Apple,user_16660
6339,Apple,user_18118
6340,Apple,user_13353
6341,Apple,user_14978
6342,Apple,user_14919
6343,Apple,user_14377
6344,Apple,user_10236
6345,Apple,user_18156
6346,Apple,user_10301
6347,Apple,user_15956
6348,Apple,user_11580
6349,Apple,user_12258
6350,Apple,user_13394
6351,Apple,user_12746
6352,Apple,user_19285
6353,Apple,user_14994
6354,Apple,user_15113
6355,Apple,user_14246
6356,Apple,user_15613
6357,Apple,user_15339
6358,Apple,user_15295
6359,Apple,user_13316
6360,Apple,user_14887
6361,Apple,user_14578
6362,Apple,user_16543
6363,Apple,user_12955
6364,Apple,user_14044
6365,Apple,user_13268
6366,Apple,user_17044
6367,Apple,user_11908
6368,Apple,user_18784
6369,Apple,user_12755
6370,Apple,user_13435
6371,Apple,user_13541
6372,Apple,user_10307
6373,Apple,user_17986
6374,Apple,user_12510
6375,Apple,user_10552
6376,Apple,user_17779
6377,Apple,user_17955
6378,Apple,user_18210
6379,Apple,user_13523
6380,Apple,user_17853
6381,Apple,user_10125
6382,Apple,user_18340
6383,Apple,user_15116
6384,Apple,user_16370
6385,Apple,user_11521
6386,Apple,user_13628
6387,Apple,user_15831
6388,Apple,user_17701
6389,Apple,user_11648
6390,Apple,user_12986
6391,Apple,user_17234
6392,Apple,user_14745
6393,Apple,user_15750
6394,Apple,user_15697
6395,Apple,user_12072
6396,Apple,user_11640
6397,Apple,user_15998
6398,Apple,user_15728
6399,Apple,user_15684
6400,Apple,user_17651
6401,Apple,user_11089
6402,Apple,user_18483
6403,Apple,user_11496
6404,Apple,user_15072
6405,Apple,user_10312
6406,Apple,user_16902
6407,Apple,user_11821
6408,Apple,user_11033
6409,Apple,user_12099
6410,Apple,user_15610
6411,Apple,user_16362
6412,Apple,user_16597
6413,Apple,user_11012
6414,Apple,user_15151
6415,Apple,user_16617
6416,Apple,user_14263
6417,Apple,user_11618
6418,Apple,user_17049
6419,Apple,user_13259
6420,Apple,user_14060
6421,Apple,user_13729
6422,Apple,user_14691
6423,Apple,user_15375
6424,Apple,user_19363
6425,Apple,user_14421
6426,Apple,user_10283
6427,Apple,user_15441
6428,Apple,user_18754
6429,Apple,user_18186
6430,Apple,user_16074
6431,Apple,user_12017
6432,Apple,user_13979
6433,Apple,user_15160
6434,Apple,user_19209
6435,Apple,user_18111
6436,Apple,user_17542
6437,Apple,user_13982
6438,Apple,user_17343
6439,Apple,user_17229
6440,Apple,user_11945
6441,Apple,user_19055
6442,Apple,user_11780
6443,Apple,user_15839
6444,Apple,user_18815
6445,Apple,user_11104
6446,Apple,user_17888
6447,Apple,user_14303
6448,Apple,user_14805
6449,Apple,user_16029
6450,Apple,user_11679
6451,Apple,user_16950
6452,Apple,user_12611
6453,Apple,user_16703
6454,Apple,user_17330
6455,Apple,user_15276
6456,Apple,user_18639
6457,Apple,user_10067
6458,Apple,user_19140
6459,Apple,user_14406
6460,Apple,user_18531
6461,Apple,user_19387
6462,Apple,user_16523
6463,Apple,user_14735
6464,Apple,user_15850
6465,Apple,user_15393
6466,Apple,user_11974
6467,Apple,user_11040
6468,Apple,user_12612
6469,Apple,user_11452
6470,Apple,user_10450
6471,Apple,user_18202
6472,Apple,user_14206
6473,Apple,user_16100
6474,Apple,user_13643
6475,Apple,user_16851
6476,Apple,user_14274
6477,Apple,user_13144
6478,Apple,user_15709
6479,Apple,user_14440
6480,Apple,user_11425
6481,Apple,user_18900
6482,Apple,user_18674
6483,Apple,user_11812
6484,Apple,user_15359
6485,Apple,user_11839
6486,Apple,user_18377
6487,Apple,user_14860
6488,Apple,user_12266
6489,Apple,user_15185
6490,Apple,user_16470
6491,Apple,user_15403
6492,Apple,user_10945
6493,Apple,user_11172
6494,Apple,user_11153
6495,Apple,user_15040
6496,Apple,user_10564
6497,Apple,user_12744
6498,Apple,user_16294
6499,Apple,user_17671
6500,Apple,user_18452
6501,Apple,user_19196
6502,Apple,user_15025
6503,Apple,user_15377
6504,Apple,user_12208
6505,Apple,user_10758
6506,Apple,user_17042
6507,Apple,user_13526
6508,Apple,user_11147
6509,Apple,user_12161
6510,Apple,user_17086
6511,Apple,user_11078
6512,Apple,user_10388
6513,Apple,user_10332
6514,Apple,user_17325
6515,Apple,user_14000
6516,Apple,user_10955
6517,Apple,user_13208
6518,Apple,user_15704
6519,Apple,user_18828
6520,Apple,user_18112
6521,Apple,user_17122
6522,Apple,user_10979
6523,Apple,user_17271
6524,Apple,user_18351
6525,Apple,user_11599
6526,Apple,user_13187
6527,Apple,user_19254
6528,Apple,user_11761
6529,Apple,user_17080
6530,Apple,user_15493
6531,Apple,user_10939
6532,Apple,user_13781
6533,Apple,user_12140
6534,Apple,user_18638
6535,Apple,user_11750
6536,Apple,user_12735
6537,Apple,user_14897
6538,Apple,user_16025
6539,Apple,user_14625
6540,Apple,user_17887
6541,Apple,user_19093
6542,Apple,user_17102
6543,Apple,user_16899
6544,Apple,user_19047
6545,Apple,user_16039
6546,Apple,user_16521
6547,Apple,user_10880
6548,Apple,user_11741
6549,Apple,user_10003
6550,Apple,user_12222
6551,Apple,user_13989
6552,Apple,user_10231
6553,Apple,user_18652
6554,Apple,user_16868
6555,Apple,user_18207
6556,Apple,user_16771
6557,Apple,user_14989
6558,Apple,user_17635
6559,Apple,user_14702
6560,Apple,user_18910
6561,Apple,user_10162
6562,Apple,user_18657
6563,Apple,user_11851
6564,Apple,user_12636
6565,Apple,user_15473
6566,Apple,user_11170
6567,Apple,user_13751
6568,Apple,user_16351
6569,Apple,user_17358
6570,Apple,user_18884
6571,Apple,user_14318
6572,Apple,user_19046
6573,Apple,user_10331
6574,Apple,user_19032
6575,Apple,user_10929
6576,Apple,user_14723
6577,Apple,user_12320
6578,Apple,user_17059
6579,Apple,user_15944
6580,Apple,user_15637
6581,Apple,user_13481
6582,Apple,user_17639
6583,Apple,user_11626
6584,Apple,user_10172
6585,Apple,user_19326
6586,Apple,user_14809
6587,Apple,user_16932
6588,Apple,user_12626
6589,Apple,user_11103
6590,Apple,user_17155
6591,Apple,user_15064
6592,Apple,user_16417
6593,Apple,user_18182
6594,Apple,user_11596
6595,Apple,user_13253
6596,Apple,user_19089
6597,Apple,user_13696
6598,Apple,user_16733
6599,Apple,user_10993
6600,Apple,user_13785
6601,Apple,user_10681
6602,Apple,user_13082
6603,Apple,user_12981
6604,Apple,user_12142
6605,Apple,user_14695
6606,Apple,user_15923
6607,Apple,user_15659
6608,Apple,user_14581
6609,Apple,user_14611
6610,Apple,user_18176
6611,Apple,user_10927
6612,Apple,user_16776
6613,Apple,user_18022
6614,Apple,user_11971
6615,Apple,user_18338
6616,Apple,user_11228
6617,Apple,user_18052
6618,Apple,user_10973
6619,Apple,user_12781
6620,Apple,user_17667
6621,Apple,user_14379
6622,Apple,user_10913
6623,Apple,user_17809
6624,Apple,user_17286
6625,Apple,user_10699
6626,Apple,user_16151
6627,Apple,user_11412
6628,Apple,user_11771
6629,Apple,user_18633
6630,Apple,user_19267
6631,Apple,user_19237
6632,Apple,user_14055
6633,Apple,user_18775
6634,Apple,user_11563
6635,Apple,user_16971
6636,Apple,user_11404
6637,Apple,user_12289
6638,Apple,user_15026
6639,Apple,user_16730
6640,Apple,user_11668
6641,Apple,user_13073
6642,Apple,user_15841
6643,Apple,user_16197
6644,Apple,user_11719
6645,Apple,user_16179
6646,Apple,user_18297
6647,Apple,user_16979
6648,Apple,user_15918
6649,Apple,user_12736
6650,Apple,user_11770
6651,Apple,user_14652
6652,Apple,user_10946
6653,Apple,user_11236
6654,Apple,user_14399
6655,Apple,user_10303
6656,Apple,user_15979
6657,Apple,user_16665
6658,Apple,user_14091
6659,Apple,user_13205
6660,Apple,user_14453
6661,Apple,user_11395
6662,Apple,user_14002
6663,Apple,user_15042
6664,Apple,user_14636
6665,Apple,user_12063
6666,Apple,user_12362
6667,Apple,user_18620
6668,Apple,user_14050
6669,Apple,user_17119
6670,Apple,user_16264
6671,Apple,user_11986
6672,Apple,user_11199
6673,Apple,user_14494
6674,Apple,user_10448
6675,Apple,user_15803
6676,Apple,user_16463
6677,Apple,user_11212
6678,Apple,user_12123
6679,Apple,user_10801
6680,Apple,user_12038
6681,Apple,user_11611
6682,Apple,user_15576
6683,Apple,user_12005
6684,Apple,user_13752
6685,Apple,user_14679
6686,Apple,user_10333
6687,Apple,user_12882
6688,Apple,user_18528
6689,Apple,user_19124
6690,Apple,user_14909
6691,Apple,user_10073
6692,Apple,user_15958
6693,Apple,user_13298
6694,Apple,user_11982
6695,Apple,user_16740
6696,Apple,user_17883
6697,Apple,user_17027
6698,Apple,user_11201
6699,Apple,user_14910
6700,Apple,user_15027
6701,Apple,user_13870
6702,Apple,user_12806
6703,Apple,user_18874
6704,Apple,user_18617
6705,Apple,user_15780
6706,Apple,user_18800
6707,Apple,user_17944
6708,Apple,user_13877
6709,Apple,user_10736
6710,Apple,user_16712
6711,Apple,user_16723
6712,Apple,user_12249
6713,Apple,user_18585
6714,Apple,user_14338
6715,Apple,user_18088
6716,Apple,user_10791
6717,Apple,user_14676
6718,Apple,user_12974
6719,Apple,user_13773
6720,Apple,user_11133
6721,Apple,user_10381
6722,Apple,user_15289
6723,Apple,user_18258
6724,Apple,user_16983
6725,Apple,user_12810
6726,Apple,user_15123
6727,Apple,user_12337
6728,Apple,user_13007
6729,Apple,user_14171
6730,Apple,user_17047
6731,Apple,user_11650
6732,Apple,user_17440
6733,Apple,user_11965
6734,Apple,user_14028
6735,Apple,user_10669
6736,Apple,user_17900
6737,Apple,user_12260
6738,Apple,user_18841
6739,Apple,user_14511
6740,Apple,user_19360
6741,Apple,user_16013
6742,Apple,user_10863
6743,Apple,user_10773
6744,Apple,user_15677
6745,Apple,user_16116
6746,Apple,user_17773
6747,Apple,user_18252
6748,Apple,user_18154
6749,Apple,user_13809
6750,Apple,user_10971
6751,Apple,user_12516
6752,Apple,user_11139
6753,Apple,user_11394
6754,Apple,user_13859
6755,Apple,user_11411
6756,Apple,user_10720
6757,Apple,user_16513
6758,Apple,user_10988
6759,Apple,user_12792
6760,Apple,user_15862
6761,Apple,user_17973
6762,Apple,user_11574
6763,Apple,user_10757
6764,Apple,user_17110
6765,Apple,user_18183
6766,Apple,user_10969
6767,Apple,user_15164
6768,Apple,user_17988
6769,Apple,user_11923
6770,Apple,user_14014
6771,Apple,user_13221
6772,Apple,user_16735
6773,Apple,user_11831
6774,Apple,user_13203
6775,Apple,user_15926
6776,Apple,user_15777
6777,Apple,user_12751
6778,Apple,user_15579
6779,Apple,user_11118
6780,Apple,user_12657
6781,Apple,user_18510
6782,Apple,user_19334
6783,Apple,user_15173
6784,Apple,user_17842
6785,Apple,user_17937
6786,Apple,user_12647
6787,Apple,user_13334
6788,Apple,user_16041
6789,Apple,user_14007
6790,Apple,user_14662
6791,Apple,user_12469
6792,Apple,user_12153
6793,Apple,user_13868
6794,Apple,user_16394
6795,Apple,user_19230
6796,Apple,user_14493
6797,Apple,user_12951
6798,Apple,user_15058
6799,Apple,user_17497
6800,Apple,user_16704
6801,Apple,user_11670
6802,Apple,user_16405
6803,Apple,user_19072
6804,Apple,user_11960
6805,Apple,user_17534
6806,Apple,user_13861
6807,Apple,user_14474
6808,Apple,user_10609
6809,Apple,user_17620
6810,Apple,user_18443
6811,Apple,user_14543
6812,Apple,user_14265
6813,Apple,user_17492
6814,Apple,user_16465
6815,Apple,user_11274
6816,Apple,user_11511
6817,Apple,user_12003
6818,Apple,user_14687
6819,Apple,user_13003
6820,Apple,user_14960
6821,Apple,user_12440
6822,Apple,user_10835
6823,Apple,user_12204
6824,Apple,user_13962
6825,Apple,user_13992
6826,Apple,user_17017
6827,Apple,user_17107
6828,Apple,user_18429
6829,Apple,user_15526
6830,Apple,user_17145
6831,Apple,user_13392
6832,Apple,user_12399
6833,Apple,user_10819
6834,Apple,user_19402
6835,Apple,user_13222
6836,Apple,user_14669
6837,Apple,user_15730
6838,Apple,user_11074
6839,Apple,user_15665
6840,Apple,user_13919
6841,Apple,user_10316
6842,Apple,user_13896
6843,Apple,user_11786
6844,Apple,user_17459
6845,Apple,user_12092
6846,Apple,user_10607
6847,Apple,user_13553
6848,Apple,user_17412
6849,Apple,user_17587
6850,Apple,user_16583
6851,Apple,user_11643
6852,Apple,user_12876
6853,Apple,user_11760
6854,Apple,user_15924
6855,Apple,user_16139
6856,Apple,user_11590
6857,Apple,user_14292
6858,Apple,user_19198
6859,Apple,user_14517
6860,Apple,user_12500
6861,Apple,user_16820
6862,Apple,user_14708
6863,Apple,user_13237
6864,Apple,user_10529
6865,Apple,user_15482
6866,Apple,user_17140
6867,Apple,user_12786
6868,Apple,user_13098
6869,Apple,user_19094
6870,Apple,user_17712
6871,Apple,user_14663
6872,Apple,user_14991
6873,Apple,user_17874
6874,Apple,user_17078
6875,Apple,user_17788
6876,Apple,user_10278
6877,Apple,user_13051
6878,Apple,user_11688
6879,Apple,user_15960
6880,Apple,user_17910
6881,Apple,user_16819
6882,Apple,user_12671
6883,Apple,user_10950
6884,Apple,user_16015
6885,Apple,user_17669
6886,Apple,user_11573
6887,Apple,user_16560
6888,Apple,user_11328
6889,Apple,user_17235
6890,Apple,user_10481
6891,Apple,user_17215
6892,Apple,user_15427
6893,Apple,user_13640
6894,Apple,user_12307
6895,Apple,user_15745
6896,Apple,user_15552
6897,Apple,user_17648
6898,Apple,user_13194
6899,Apple,user_17046
6900,Apple,user_18512
6901,Apple,user_10234
6902,Apple,user_16374
6903,Apple,user_15054
6904,Apple,user_13799
6905,Apple,user_13090
6906,Apple,user_14331
6907,Apple,user_10990
6908,Apple,user_14202
6909,Apple,user_17099
6910,Apple,user_12094
6911,Apple,user_14179
6912,Apple,user_10028
6913,Apple,user_12020
6914,Apple,user_16003
6915,Apple,user_19027
6916,Apple,user_15065
6917,Apple,user_11899
6918,Apple,user_10934
6919,Apple,user_19091
6920,Apple,user_14997
6921,Apple,user_18008
6922,Apple,user_14419
6923,Apple,user_16392
6924,Apple,user_11241
6925,Apple,user_18010
6926,Apple,user_18060
6927,Apple,user_10325
6928,Apple,user_11064
6929,Apple,user_11696
6930,Apple,user_19384
6931,Apple,user_12411
6932,Apple,user_11962
6933,Apple,user_11895
6934,Apple,user_12423
6935,Apple,user_12040
6936,Apple,user_11671
6937,Apple,user_17856
6938,Apple,user_19399
6939,Apple,user_10430
6940,Apple,user_11318
6941,Apple,user_18632
6942,Apple,user_12068
6943,Apple,user_10157
6944,Apple,user_18424
6945,Apple,user_11203
6946,Apple,user_10551
6947,Apple,user_11789
6948,Apple,user_10178
6949,Apple,user_12631
6950,Apple,user_18194
6951,Apple,user_11751
6952,Apple,user_11947
6953,Apple,user_14789
6954,Apple,user_16938
6955,Apple,user_13895
6956,Apple,user_13974
6957,Apple,user_16386
6958,Apple,user_16901
6959,Apple,user_11204
6960,Apple,user_16477
6961,Apple,user_13415
6962,Apple,user_19255
6963,Apple,user_13891
6964,Apple,user_12838
6965,Apple,user_14469
6966,Apple,user_12900
6967,Apple,user_16731
6968,Apple,user_11162
6969,Apple,user_15301
6970,Apple,user_12314
6971,Apple,user_11036
6972,Apple,user_12130
6973,Apple,user_13946
6974,Apple,user_12097
6975,Apple,user_19328
6976,Apple,user_19374
6977,Apple,user_19100
6978,Apple,user_18997
6979,Apple,user_13469
6980,Apple,user_10416
6981,Apple,user_11408
6982,Apple,user_14697
6983,Apple,user_11237
6984,Apple,user_10740
6985,Apple,user_13669
6986,Apple,user_18050
6987,Apple,user_10957
6988,Apple,user_13101
6989,Apple,user_11834
6990,Apple,user_12437
6991,Apple,user_10194
6992,Apple,user_13324
6993,Apple,user_18032
6994,Apple,user_19228
6995,Apple,user_15727
6996,Apple,user_14987
6997,Apple,user_17487
6998,Apple,user_13164
6999,Apple,user_18807
7000,Apple,user_12372
7001,Apple,user_15685
7002,Apple,user_10677
7003,Apple,user_14824
7004,Apple,user_15444
7005,Apple,user_17971
7006,Apple,user_16250
7007,Apple,user_15825
7008,Apple,user_18171
7009,Apple,user_13787
7010,Apple,user_14616
7011,Apple,user_11166
7012,Apple,user_18120
7013,Apple,user_14420
7014,Apple,user_11767
7015,Apple,user_17876
7016,Apple,user_18613
7017,Apple,user_18423
7018,Apple,user_12306
7019,Apple,user_11384
7020,Apple,user_13487
7021,Apple,user_18465
7022,Apple,user_11269
7023,Apple,user_16259
7024,Apple,user_14816
7025,Apple,user_16067
7026,Apple,user_11584
7027,Apple,user_10313
7028,Apple,user_16411
7029,Apple,user_17652
7030,Apple,user_11017
7031,Apple,user_16057
7032,Apple,user_10243
7033,Apple,user_17689
7034,Apple,user_12374
7035,Apple,user_12865
7036,Apple,user_12205
7037,Apple,user_18160
7038,Apple,user_17281
7039,Apple,user_11886
7040,Apple,user_10363
7041,Apple,user_16705
7042,Apple,user_18471
7043,Apple,user_13241
7044,Apple,user_12034
7045,Apple,user_14067
7046,Apple,user_13503
7047,Apple,user_10347
7048,Apple,user_12244
7049,Apple,user_12846
7050,Apple,user_13379
7051,Apple,user_11349
7052,Apple,user_13067
7053,Apple,user_10349
7054,Apple,user_18677
7055,Apple,user_11320
7056,Apple,user_11011
7057,Apple,user_16073
7058,Apple,user_11268
7059,Apple,user_16898
7060,Apple,user_11053
7061,Apple,user_14807
7062,Apple,user_10399
7063,Apple,user_18490
7064,Apple,user_16253
7065,Apple,user_10271
7066,Apple,user_15714
7067,Apple,user_14348
7068,Apple,user_14390
7069,Apple,user_17407
7070,Apple,user_10719
7071,Apple,user_14298
7072,Apple,user_18550
7073,Apple,user_14258
7074,Apple,user_15559
7075,Apple,user_15787
7076,Apple,user_14802
7077,Apple,user_14682
7078,Apple,user_13305
7079,Apple,user_19080
7080,Apple,user_16574
7081,Apple,user_16078
7082,Apple,user_14531
7083,Apple,user_13892
7084,Apple,user_14342
7085,Apple,user_12642
7086,Apple,user_12359
7087,Apple,user_18756
7088,Apple,user_14040
7089,Apple,user_11870
7090,Apple,user_19425
7091,Apple,user_18831
7092,Apple,user_17337
7093,Apple,user_13935
7094,Apple,user_19166
7095,Apple,user_16456
7096,Apple,user_13196
7097,Apple,user_13745
7098,Apple,user_16722
7099,Apple,user_10565
7100,Apple,user_18376
7101,Apple,user_12999
7102,Apple,user_10624
7103,Apple,user_16265
7104,Apple,user_14460
7105,Apple,user_12082
7106,Apple,user_17645
7107,Apple,user_16395
7108,Apple,user_15061
7109,Apple,user_17329
7110,Apple,user_12426
7111,Apple,user_18237
7112,Apple,user_19351
7113,Apple,user_15881
7114,Apple,user_12793
7115,Apple,user_11375
7116,Apple,user_12498
7117,Apple,user_11397
7118,Apple,user_11918
7119,Apple,user_13040
7120,Apple,user_10678
7121,Apple,user_13410
7122,Apple,user_13167
7123,Apple,user_16805
7124,Apple,user_11600
7125,Apple,user_15449
7126,Apple,user_14262
7127,Apple,user_15846
7128,Apple,user_11749
7129,Apple,user_18309
7130,Apple,user_17636
7131,Apple,user_14397
7132,Apple,user_14363
7133,Apple,user_16993
7134,Apple,user_10735
7135,Apple,user_18568
7136,Apple,user_17187
7137,Apple,user_12893
7138,Apple,user_11638
7139,Apple,user_15761
7140,Apple,user_13727
7141,Apple,user_10780
7142,Apple,user_14526
7143,Apple,user_19389
7144,Apple,user_10463
7145,Apple,user_12155
7146,Apple,user_10062
7147,Apple,user_16989
7148,Apple,user_10358
7149,Apple,user_17885
7150,Apple,user_17933
7151,Apple,user_16862
7152,Apple,user_18200
7153,Apple,user_14146
7154,Apple,user_15645
7155,Apple,user_13728
7156,Apple,user_17676
7157,Apple,user_13709
7158,Apple,user_12564
7159,Apple,user_17034
7160,Apple,user_10879
7161,Apple,user_13910
7162,Apple,user_14876
7163,Apple,user_13384
7164,Apple,user_17406
7165,Apple,user_11927
7166,Apple,user_17538
7167,Apple,user_13376
7168,Apple,user_19126
7169,Apple,user_17160
7170,Apple,user_17535
7171,Apple,user_15197
7172,Apple,user_13382
7173,Apple,user_13510
7174,Apple,user_16764
7175,Apple,user_10330
7176,Apple,user_11325
7177,Apple,user_18014
7178,Apple,user_15336
7179,Apple,user_16377
7180,Apple,user_13658
7181,Apple,user_13278
7182,Apple,user_14128
7183,Apple,user_16635
7184,Apple,user_18073
7185,Apple,user_14207
7186,Apple,user_17519
7187,Apple,user_11393
7188,Apple,user_19191
7189,Apple,user_19064
7190,Apple,user_10645
7191,Apple,user_13461
7192,Apple,user_10370
7193,Apple,user_10580
7194,Apple,user_16685
7195,Apple,user_12526
7196,Apple,user_13272
7197,Apple,user_17967
7198,Apple,user_13714
7199,Apple,user_10596
7200,Apple,user_16823
7201,Apple,user_10759
7202,Apple,user_12369
7203,Apple,user_12847
7204,Apple,user_10944
7205,Apple,user_12431
7206,Apple,user_13247
7207,Apple,user_11883
7208,Apple,user_10525
7209,Apple,user_10964
7210,Apple,user_11762
7211,Apple,user_12201
7212,Apple,user_18017
7213,Apple,user_17266
7214,Apple,user_10911
7215,Apple,user_12582
7216,Apple,user_11444
7217,Apple,user_16321
7218,Apple,user_14489
7219,Apple,user_16807
7220,Apple,user_12259
7221,Apple,user_11609
7222,Apple,user_15512
7223,Apple,user_11026
7224,Apple,user_17783
7225,Apple,user_11859
7226,Apple,user_10305
7227,Apple,user_10438
7228,Apple,user_16297
7229,Apple,user_13181
7230,Apple,user_13348
7231,Apple,user_10709
7232,Apple,user_12615
7233,Apple,user_14059
7234,Apple,user_12886
7235,Apple,user_13445
7236,Apple,user_12825
7237,Apple,user_10618
7238,Apple,user_10965
7239,Apple,user_14791
7240,Apple,user_17010
7241,Apple,user_15255
7242,Apple,user_13886
7243,Apple,user_18030
7244,Apple,user_16072
7245,Apple,user_10435
7246,Apple,user_15144
7247,Apple,user_15030
7248,Apple,user_15765
7249,Apple,user_12706
7250,Apple,user_19264
7251,Apple,user_13543
7252,Apple,user_11207
7253,Apple,user_14405
7254,Apple,user_14530
7255,Apple,user_16218
7256,Apple,user_12060
7257,Apple,user_11881
7258,Apple,user_10101
7259,Apple,user_12171
7260,Apple,user_14550
7261,Apple,user_11460
7262,Apple,user_10707
7263,Apple,user_19376
7264,Apple,user_10540
7265,Apple,user_11357
7266,Apple,user_19168
7267,Apple,user_16615
7268,Apple,user_16334
7269,Apple,user_10215
7270,Apple,user_13279
7271,Apple,user_18394
7272,Apple,user_10784
7273,Apple,user_17697
7274,Apple,user_17108
7275,Apple,user_14249
7276,Apple,user_17909
7277,Apple,user_10343
7278,Apple,user_10635
7279,Apple,user_16636
7280,Apple,user_11914
7281,Apple,user_14272
7282,Apple,user_15554
7283,Apple,user_14506
7284,Apple,user_11746
7285,Apple,user_11630
7286,Apple,user_10658
7287,Apple,user_18821
7288,Apple,user_12708
7289,Apple,user_18804
7290,Apple,user_17493
7291,Apple,user_15360
7292,Apple,user_18591
7293,Apple,user_16961
7294,Apple,user_14241
7295,Apple,user_13214
7296,Apple,user_12911
7297,Apple,user_12653
7298,Apple,user_11664
7299,Apple,user_14875
7300,Apple,user_12452
7301,Apple,user_17625
7302,Apple,user_14756
7303,Apple,user_15525
7304,Apple,user_10154
7305,Apple,user_19340
7306,Apple,user_14365
7307,Apple,user_11075
7308,Apple,user_18109
7309,Apple,user_11905
7310,Apple,user_11803
7311,Apple,user_16353
7312,Apple,user_12930
7313,Apple,user_14801
7314,Apple,user_13061
7315,Apple,user_13039
7316,Apple,user_11372
7317,Apple,user_14942
7318,Apple,user_10636
7319,Apple,user_16087
7320,Apple,user_10315
7321,Apple,user_18233
